customer_id,full_name,age,income,employment_type,city,join_date
C0125,Harsh Mishra,26,1323472,Freelancer,Mumbai,2021-01-24
C0126,Meena Mishra,32,846371,Freelancer,Bangalore,2023-07-10
C0127,Isha Verma,27,628977,Business,Chennai,2022-09-27
C0128,Priya Malhotra,32,1519011,Salaried,Pune,2019-10-11
C0129,Vikas Deshmukh,56,657061,Freelancer,Chennai,2018-09-18
C0130,Yash Pandey,51,1178930,Business,Delhi,2020-11-27
C0131,Aarti Joshi,45,1371742,Business,Indore,2018-02-17
C0132,Arjun Bansal,26,879667,Freelancer,Hyderabad,2017-04-13
C0133,Manish Mehta,46,828007,Business,Bangalore,2022-03-21
C0134,Rohit Agarwal,24,965101,Freelancer,Chennai,2022-04-21
C0135,Amit Iyer,50,1305252,Business,Chennai,2021-09-08
C0136,Priya Reddy,37,453009,Salaried,Indore,2022-10-14
C0137,Deepak Sharma,51,1483776,Business,Bangalore,2023-03-28
C0138,Varun Reddy,54,487752,Business,Nagpur,2022-07-28
C0139,Arjun Deshmukh,43,700368,Business,Hyderabad,2019-06-30
C0140,Pooja Verma,35,1034816,Business,Pune,2018-09-18
C0141,Pooja Kapoor,23,459653,Freelancer,Hyderabad,2018-07-24
C0142,Sanjay Gupta,32,801386,Freelancer,Delhi,2019-01-28
C0143,Yash Saxena,57,1798835,Salaried,Chennai,2022-12-24
C0144,Tanya Chopra,36,573593,Salaried,Nagpur,2019-05-19
C0145,Amit Chopra,58,1139854,Salaried,Chennai,2020-06-06
C0146,Rohit Joshi,23,1264221,Salaried,Bangalore,2018-01-31
C0147,Rohit Chopra,60,810966,Business,Pune,2017-07-11
C0148,Anita Deshmukh,29,1540122,Business,Delhi,2017-09-22
C0149,Aarti Deshmukh,55,609304,Salaried,Indore,2022-04-11
C0150,Manish Iyer,59,1235716,Salaried,Indore,2022-09-27
C0151,Shweta Saxena,38,532937,Salaried,Chennai,2020-03-13
C0152,Rohit Bansal,47,994087,Freelancer,Bangalore,2018-06-19
C0153,Meena Patil,53,1775366,Freelancer,Indore,2017-03-27
C0154,Suresh Gupta,38,1683129,Business,Bangalore,2018-06-19
C0155,Shweta Sharma,38,471484,Business,Hyderabad,2017-10-02
C0156,Yash Iyer,56,1505623,Salaried,Indore,2017-12-07
C0157,Pooja Chopra,38,1986349,Freelancer,Hyderabad,2018-06-10
C0158,Amit Malhotra,39,1509596,Salaried,Delhi,2018-10-11
C0159,Sanjay Agarwal,30,1651541,Freelancer,Chennai,2021-07-05
C0160,Kavita Patil,35,399894,Freelancer,Bangalore,2018-10-18
C0161,Ritu Agarwal,39,1003749,Business,Delhi,2021-04-26
C0162,Swati Verma,25,1531913,Business,Pune,2020-03-28
C0163,Manish Chopra,29,1790409,Business,Pune,2021-11-02
C0164,Varun Khanna,29,831405,Freelancer,Bangalore,2018-05-06
C0165,Rahul Mehta,56,1140834,Freelancer,Hyderabad,2018-09-06
C0166,Neha Mehta,38,1957609,Freelancer,Indore,2023-04-16
C0167,Neha Sharma,50,1639910,Business,Nagpur,2019-07-29
C0168,Tanya Saxena,32,1564810,Salaried,Nagpur,2018-12-24
C0169,Rohit Mishra,49,1794145,Salaried,Delhi,2021-10-06
C0170,Isha Malhotra,33,1493931,Salaried,Delhi,2020-07-03
C0171,Varun Kulkarni,41,1797779,Freelancer,Hyderabad,2022-08-29
C0172,Varun Verma,48,1156150,Freelancer,Chennai,2018-10-29
C0173,Sneha Khanna,46,1660481,Salaried,Nagpur,2023-03-11
C0174,Pooja Jain,38,594285,Business,Hyderabad,2023-07-21
C0175,Isha Bansal,51,1698530,Freelancer,Chennai,2018-06-21
C0176,Nilesh Sharma,22,1403340,Freelancer,Mumbai,2021-12-05
C0177,Varun Chopra,41,1106700,Business,Nagpur,2021-10-13
C0178,Swati Malhotra,57,1018743,Salaried,Pune,2021-06-04
C0179,Isha Saxena,47,1032829,Business,Nagpur,2018-03-04
C0180,Akash Kulkarni,23,1467194,Freelancer,Nagpur,2023-06-12
C0181,Swati Chopra,51,406852,Salaried,Chennai,2020-05-23
C0182,Vikas Saxena,42,398374,Salaried,Mumbai,2022-08-15
C0183,Manish Joshi,59,784269,Salaried,Bangalore,2021-08-03
C0184,Amit Mehta,42,1742146,Freelancer,Pune,2022-11-12
C0185,Akash Pandey,23,1525216,Salaried,Pune,2022-06-02
C0186,Amit Jain,53,1752118,Freelancer,Bangalore,2021-07-19
C0187,Amit Saxena,25,902460,Freelancer,Nagpur,2021-01-07
C0188,Nilesh Mehta,31,1868780,Salaried,Delhi,2018-07-28
C0189,Arjun Patil,41,640167,Business,Bangalore,2020-12-06
C0190,Meena Pandey,41,950073,Freelancer,Chennai,2019-11-27
C0191,Rahul Patil,43,806527,Business,Delhi,2020-10-04
C0192,Yash Gupta,60,985115,Freelancer,Hyderabad,2018-01-22
C0193,Nikita Reddy,47,1410391,Freelancer,Pune,2017-07-31
C0194,Swati Agarwal,55,392671,Salaried,Bangalore,2018-10-26
C0195,Amit Mishra,48,634751,Business,Bangalore,2021-12-27
C0196,Vikas Patil,27,1641390,Business,Bangalore,2022-11-08
C0197,Isha Deshmukh,42,1254675,Business,Delhi,2017-12-05
C0198,Kavita Kulkarni,36,1674177,Salaried,Chennai,2021-06-17
C0199,Rohit Deshmukh,37,1387952,Business,Nagpur,2023-05-18
C0200,Shweta Deshmukh,56,650386,Freelancer,Pune,2021-04-30
C0201,Deepak Verma,30,1734333,Salaried,Chennai,2022-09-28
C0202,Meena Agarwal,48,334243,Salaried,Indore,2017-01-27
C0203,Nikita Patil,56,1129247,Salaried,Nagpur,2022-06-01
C0204,Suresh Mehta,32,1517289,Salaried,Mumbai,2023-06-15
C0205,Nikita Sharma,32,1925554,Freelancer,Delhi,2017-06-25
C0206,Ritu Malhotra,40,438712,Business,Mumbai,2022-05-10
C0207,Anita Joshi,55,1994917,Freelancer,Bangalore,2018-02-23
C0208,Isha Pandey,57,368564,Freelancer,Mumbai,2017-01-10
C0209,Akash Mehta,34,387784,Freelancer,Delhi,2020-01-06
C0210,Priya Jain,59,1262012,Business,Chennai,2017-03-02
C0211,Akash Verma,53,1288152,Freelancer,Delhi,2020-06-28
C0212,Rahul Bansal,33,878722,Freelancer,Delhi,2021-08-11
C0213,Kavita Chopra,29,960657,Salaried,Nagpur,2022-05-11
C0214,Nikita Mehta,27,1252047,Business,Hyderabad,2018-08-21
C0215,Rahul Khanna,33,1331920,Business,Pune,2017-10-28
C0216,Harsh Verma,58,1943589,Freelancer,Hyderabad,2019-03-07
C0217,Komal Pandey,60,1320440,Salaried,Bangalore,2019-12-27
C0218,Vikas Iyer,51,746741,Salaried,Pune,2022-07-31
C0219,Sneha Saxena,60,1789125,Freelancer,Mumbai,2018-12-29
C0220,Priya Agarwal,57,1468791,Salaried,Bangalore,2020-11-24
C0221,Yash Mehta,39,1610972,Freelancer,Nagpur,2022-06-13
C0222,Aarti Malhotra,49,827054,Salaried,Chennai,2018-08-03
C0223,Isha Mishra,53,539765,Freelancer,Hyderabad,2018-08-26
C0224,Kavita Mehta,39,1602952,Salaried,Pune,2017-04-02
C0225,Rohit Malhotra,24,624352,Business,Nagpur,2022-09-07
C0226,Ritu Bansal,48,356185,Salaried,Indore,2018-11-07
C0227,Tanya Iyer,48,1895503,Business,Delhi,2023-10-21
C0228,Kiran Pandey,44,511433,Salaried,Delhi,2018-01-14
C0229,Aarti Patil,48,1888667,Salaried,Nagpur,2021-03-05
C0230,Sanjay Mishra,41,857746,Freelancer,Chennai,2019-04-06
C0231,Amit Patil,26,577236,Salaried,Mumbai,2020-01-25
C0232,Rohit Patil,39,758155,Salaried,Pune,2021-03-19
C0233,Akash Iyer,54,1155147,Business,Nagpur,2023-11-03
C0234,Harsh Khanna,26,633979,Salaried,Pune,2021-09-10
C0235,Manish Agarwal,28,1526772,Salaried,Chennai,2018-04-20
C0236,Suresh Malhotra,54,1372144,Business,Bangalore,2021-07-19
C0237,Swati Reddy,48,1554488,Salaried,Nagpur,2017-04-25
C0238,Kavita Verma,35,1969173,Salaried,Chennai,2022-10-22
C0239,Komal Iyer,49,1071664,Freelancer,Indore,2022-05-18
C0240,Deepak Khanna,26,803574,Salaried,Mumbai,2023-02-26
C0241,Isha Gupta,55,1854345,Freelancer,Pune,2017-01-17
C0242,Tanya Agarwal,28,1656551,Business,Chennai,2023-04-26
C0243,Pooja Saxena,53,977889,Salaried,Nagpur,2018-06-21
C0244,Ritu Saxena,30,1538945,Business,Hyderabad,2018-12-04
C0245,Sanjay Chopra,35,663953,Business,Pune,2021-07-22
C0246,Komal Joshi,52,1080309,Freelancer,Delhi,2017-01-19
C0247,Kavita Bansal,32,1691465,Business,Chennai,2019-01-06
C0248,Arjun Malhotra,26,1934383,Salaried,Mumbai,2017-01-29
C0249,Priya Verma,53,1972222,Salaried,Pune,2021-06-26
C0250,Aarti Saxena,26,796198,Freelancer,Mumbai,2023-07-15
C0251,Vikas Verma,50,1793746,Freelancer,Nagpur,2020-12-23
C0252,Amit Sharma,52,1977743,Salaried,Delhi,2022-01-22
C0253,Nilesh Saxena,54,1147146,Business,Indore,2021-09-26
C0254,Varun Kapoor,56,1032689,Salaried,Mumbai,2023-08-26
C0255,Nikita Chopra,58,1487596,Salaried,Chennai,2023-01-06
C0256,Rohit Kapoor,55,1935959,Salaried,Delhi,2018-09-16
C0257,Tanya Kapoor,23,1463216,Salaried,Delhi,2021-12-03
C0258,Priya Pandey,44,1551096,Freelancer,Chennai,2021-09-07
C0259,Swati Bansal,26,541870,Salaried,Bangalore,2020-07-09
C0260,Ritu Iyer,25,576507,Salaried,Delhi,2023-07-14
C0261,Meena Bansal,53,715387,Business,Hyderabad,2017-04-24
C0262,Priya Gupta,45,1634603,Salaried,Delhi,2022-09-25
C0263,Neha Pandey,24,469438,Salaried,Hyderabad,2019-08-12
C0264,Rahul Sharma,41,982726,Freelancer,Mumbai,2020-06-13
C0265,Anita Malhotra,35,473817,Business,Pune,2022-02-18
C0266,Rahul Gupta,36,851785,Salaried,Bangalore,2019-08-25
C0267,Harsh Saxena,42,1795458,Salaried,Nagpur,2020-06-16
C0268,Yash Kapoor,53,1275492,Salaried,Chennai,2021-07-29
C0269,Sanjay Pandey,46,756758,Salaried,Hyderabad,2021-01-26
C0270,Swati Kapoor,58,1312697,Business,Bangalore,2023-05-21
C0271,Meena Reddy,34,713301,Freelancer,Bangalore,2017-07-03
C0272,Komal Deshmukh,23,1399337,Salaried,Bangalore,2022-02-02
C0273,Swati Mishra,51,1377207,Business,Bangalore,2021-02-24
C0274,Anita Agarwal,54,1409372,Salaried,Mumbai,2022-09-24
C0275,Swati Kulkarni,43,1907797,Business,Chennai,2019-11-03
C0276,Suresh Sharma,29,1297331,Salaried,Pune,2019-12-05
C0277,Ritu Chopra,50,1179114,Salaried,Bangalore,2019-11-24
C0278,Tanya Mishra,25,1156746,Freelancer,Indore,2022-03-08
C0279,Deepak Reddy,42,798024,Business,Hyderabad,2023-02-18
C0280,Tanya Kulkarni,26,1893633,Salaried,Indore,2020-12-14
C0281,Sanjay Patil,37,1875279,Salaried,Nagpur,2019-11-10
C0282,Deepak Gupta,52,808761,Business,Bangalore,2020-03-19
C0283,Shweta Gupta,38,1929455,Salaried,Nagpur,2018-01-05
C0284,Nikita Verma,54,707771,Salaried,Bangalore,2018-04-15
C0285,Nilesh Khanna,54,1438002,Business,Nagpur,2022-09-15
C0286,Amit Gupta,59,753939,Freelancer,Pune,2019-10-14
C0287,Manish Kapoor,43,1773816,Salaried,Pune,2021-12-09
C0288,Nilesh Deshmukh,39,1955276,Salaried,Hyderabad,2018-12-28
C0289,Priya Chopra,53,506321,Salaried,Chennai,2018-02-05
C0290,Varun Sharma,32,334085,Freelancer,Delhi,2020-05-28
C0291,Kiran Verma,36,1981836,Freelancer,Delhi,2022-06-05
C0292,Swati Jain,29,1787684,Salaried,Pune,2021-05-29
C0293,Rohit Gupta,43,613323,Business,Pune,2022-10-26
C0294,Sanjay Iyer,24,1783833,Business,Nagpur,2017-12-29
C0295,Varun Pandey,40,312878,Salaried,Pune,2020-03-15
C0296,Pooja Gupta,53,1900723,Business,Nagpur,2020-01-11
C0297,Neha Iyer,46,1157632,Freelancer,Pune,2019-08-29
C0298,Suresh Agarwal,27,348143,Business,Pune,2023-09-11
C0299,Vikas Mishra,56,364466,Freelancer,Mumbai,2018-01-03
C0300,Suresh Kapoor,47,662580,Business,Bangalore,2020-10-09
C0301,Arjun Reddy,48,1678465,Business,Pune,2017-10-03
C0302,Aarti Mishra,33,870939,Salaried,Pune,2019-01-13
C0303,Isha Joshi,24,1850773,Freelancer,Indore,2021-08-30
C0304,Rahul Chopra,27,770313,Business,Delhi,2017-12-28
C0305,Yash Verma,24,1915837,Freelancer,Mumbai,2021-03-19
C0306,Harsh Pandey,31,1729564,Business,Pune,2022-06-07
C0307,Sanjay Sharma,57,1106019,Business,Nagpur,2022-01-10
C0308,Deepak Malhotra,36,1170465,Freelancer,Nagpur,2023-02-20
C0309,Sanjay Malhotra,26,726830,Business,Pune,2022-11-14
C0310,Neha Verma,35,1437003,Business,Nagpur,2023-10-09
C0311,Vikas Agarwal,60,862962,Business,Pune,2019-09-27
C0312,Tanya Patil,44,459368,Salaried,Chennai,2019-01-10
C0313,Nikita Gupta,52,1816828,Freelancer,Chennai,2022-08-08
C0314,Varun Saxena,46,765494,Business,Bangalore,2019-05-10
C0315,Nilesh Joshi,51,1677498,Freelancer,Bangalore,2021-01-23
C0316,Tanya Jain,50,1563747,Business,Delhi,2018-04-18
C0317,Amit Verma,36,1856360,Salaried,Pune,2019-10-24
C0318,Shweta Iyer,41,1467104,Business,Mumbai,2020-08-26
C0319,Shweta Chopra,27,1404351,Business,Hyderabad,2019-05-14
C0320,Neha Chopra,57,737316,Salaried,Mumbai,2021-02-15
C0321,Nikita Deshmukh,41,719828,Freelancer,Nagpur,2021-05-21
C0322,Deepak Bansal,29,319267,Freelancer,Hyderabad,2019-12-26
C0323,Meena Malhotra,37,788352,Salaried,Bangalore,2019-05-05
C0324,Akash Saxena,56,1159912,Business,Indore,2021-07-02
C0325,Vikas Kulkarni,32,1881340,Business,Indore,2023-03-04
C0326,Sanjay Kapoor,44,510940,Business,Chennai,2021-03-12
C0327,Ritu Joshi,39,1705828,Business,Mumbai,2019-03-18
C0328,Akash Sharma,45,1175935,Salaried,Mumbai,2021-11-24
C0329,Yash Patil,26,849559,Salaried,Delhi,2017-03-28
C0330,Sneha Patil,34,785315,Salaried,Delhi,2020-09-15
C0331,Isha Sharma,45,1018293,Business,Chennai,2019-03-08
C0332,Komal Saxena,42,1146324,Salaried,Chennai,2018-08-04
C0333,Aarti Agarwal,57,435212,Freelancer,Mumbai,2017-05-21
C0334,Kavita Malhotra,27,717458,Salaried,Indore,2023-11-04
C0335,Nilesh Malhotra,22,1832894,Business,Delhi,2021-10-11
C0336,Nilesh Gupta,31,494737,Business,Delhi,2022-06-13
C0337,Komal Sharma,50,1672681,Freelancer,Indore,2022-01-25
C0338,Meena Kulkarni,59,371629,Business,Mumbai,2022-07-27
C0339,Kiran Saxena,31,1135088,Freelancer,Bangalore,2018-08-28
C0340,Vikas Jain,38,445133,Freelancer,Mumbai,2018-03-29
C0341,Harsh Deshmukh,52,918697,Salaried,Pune,2017-01-15
C0342,Harsh Joshi,60,948629,Business,Pune,2018-10-23
C0343,Anita Jain,56,920191,Freelancer,Hyderabad,2017-09-30
C0344,Isha Kulkarni,55,1325697,Business,Chennai,2020-08-03
C0345,Manish Jain,40,1123056,Salaried,Bangalore,2019-08-11
C0346,Kiran Iyer,55,1089731,Freelancer,Indore,2017-10-06
C0347,Nikita Kulkarni,24,1905117,Freelancer,Bangalore,2022-10-25
C0348,Shweta Kulkarni,56,385173,Salaried,Bangalore,2019-01-20
C0349,Kavita Mishra,32,1444957,Salaried,Delhi,2018-12-14
C0350,Sanjay Reddy,29,1776287,Business,Pune,2021-09-17
C0351,Manish Kulkarni,27,1937972,Business,Nagpur,2018-12-03
C0352,Kavita Sharma,36,814211,Salaried,Hyderabad,2020-06-28
C0353,Anita Patil,45,574716,Freelancer,Indore,2018-08-25
C0354,Vikas Chopra,43,884135,Business,Indore,2018-08-19
C0355,Aarti Reddy,28,1709601,Salaried,Bangalore,2017-12-15
C0356,Kiran Mehta,48,1689636,Business,Hyderabad,2017-06-24
C0357,Shweta Joshi,42,905520,Freelancer,Hyderabad,2019-11-28
C0358,Sneha Kulkarni,39,1136797,Salaried,Hyderabad,2021-01-12
C0359,Neha Bansal,57,1707031,Business,Indore,2019-07-26
C0360,Arjun Agarwal,29,1819685,Salaried,Delhi,2021-07-12
C0361,Isha Agarwal,58,1828948,Business,Delhi,2017-02-13
C0362,Aarti Chopra,47,561017,Salaried,Chennai,2017-05-02
C0363,Tanya Khanna,30,970288,Salaried,Pune,2021-05-08
C0364,Akash Bansal,28,1671027,Salaried,Hyderabad,2021-09-30
C0365,Meena Saxena,54,676729,Salaried,Hyderabad,2021-05-26
C0366,Ritu Kapoor,40,926488,Salaried,Nagpur,2017-05-13
C0367,Nikita Saxena,31,454204,Freelancer,Chennai,2023-05-27
C0368,Vikas Mehta,39,1591623,Salaried,Mumbai,2017-12-20
C0369,Nilesh Verma,28,1863850,Business,Bangalore,2022-07-21
C0370,Isha Kapoor,47,1045995,Freelancer,Indore,2021-08-02
C0371,Meena Chopra,29,573021,Business,Chennai,2023-11-04
C0372,Swati Joshi,46,1443346,Freelancer,Indore,2023-09-07
C0373,Varun Jain,34,864065,Salaried,Chennai,2023-10-18
C0374,Aarti Iyer,59,652107,Salaried,Hyderabad,2022-10-25
C0375,Ritu Khanna,33,1326529,Salaried,Hyderabad,2021-02-18
C0376,Amit Agarwal,27,629004,Business,Pune,2022-10-10
C0377,Rahul Verma,51,774846,Business,Pune,2022-01-31
C0378,Suresh Verma,30,952179,Business,Delhi,2022-11-22
C0379,Akash Khanna,26,1547717,Business,Delhi,2018-05-22
C0380,Suresh Reddy,24,1679956,Freelancer,Pune,2020-06-27
C0381,Rahul Joshi,49,1652845,Salaried,Delhi,2019-07-22
C0382,Akash Agarwal,55,767857,Freelancer,Chennai,2017-02-15
C0383,Manish Malhotra,23,1115078,Freelancer,Mumbai,2019-08-05
C0384,Nikita Pandey,37,1197725,Freelancer,Chennai,2020-05-04
C0385,Harsh Iyer,25,836316,Freelancer,Delhi,2020-05-24
C0386,Varun Joshi,37,558942,Business,Chennai,2018-04-11
C0387,Deepak Joshi,50,1831182,Business,Pune,2022-10-31
C0388,Nilesh Iyer,55,361492,Freelancer,Delhi,2018-12-30
C0389,Kiran Gupta,41,1643817,Freelancer,Chennai,2019-08-21
C0390,Kiran Chopra,53,1986698,Salaried,Mumbai,2018-05-28
C0391,Ritu Verma,32,772903,Business,Chennai,2020-11-09
C0392,Anita Mehta,48,1434406,Freelancer,Delhi,2018-10-29
C0393,Komal Malhotra,26,1235558,Business,Indore,2017-10-21
